listing_id,high,medium,low
6945170,0.053,0.2523333333333333,0.6946666666666668
6901915,0.075,0.3875,0.5375
6824475,0.03816666666666666,0.17283333333333334,0.789
6832968,0.039,0.1815,0.7795
7166718,0.0005,0.044,0.9555
6905079,0.0285,0.2345,0.737
6940297,0.17758333333333332,0.51225,0.31016666666666665
6911080,0.0595,0.473,0.4675
6917208,0.06,0.215125,0.724875
6858925,0.0835,0.6115,0.305
7169883,0.1805,0.457,0.3625
6944112,0.296,0.4357916666666667,0.2682083333333333
6885816,0.033,0.1545,0.8125
6837733,0.043,0.0615,0.8955
6828658,0.198,0.207,0.595
6839429,0.1585,0.345,0.4965
7164794,0.0185,0.183,0.7985
6837661,0.133,0.205,0.662
6883255,0.016,0.058,0.926
6833054,0.0895,0.279,0.6315
7675463,0.062,0.442,0.496
6871526,0.2321666666666667,0.2109166666666667,0.5569166666666667
6876295,0.133,0.4425,0.4245
7204045,0.013,0.186,0.801
6840357,0.1305,0.358,0.5115
6917531,0.0015,0.05,0.9485
6886057,0.34825,0.3729166666666667,0.2788333333333334
6833734,0.037,0.458,0.505
6908098,0.0735,0.379,0.5475
6860562,0.0185,0.19,0.7915
6859167,0.1055,0.29720833333333335,0.5972916666666668
6812141,0.0185,0.151,0.8305
6919431,0.003,0.0445,0.9525
6869389,0.027,0.211,0.762
6906034,0.0575,0.104,0.8385
7108495,0.003,0.0115,0.9855
6864681,0.0075,0.117,0.8755
6893982,0.0335,0.1335,0.833
6862160,0.0115,0.095,0.8935
6854804,0.132,0.3565,0.5115
7143164,0.009,0.4715,0.5195
6936651,0.0395,0.17225,0.78825
6837450,0.0625,0.221,0.7165
6908259,0.397,0.22327500000000003,0.37972500000000003
6916539,0.0615,0.21733333333333335,0.7211666666666666
6947176,0.1435,0.151,0.7055
6933958,0.2615,0.441,0.2975
6816549,0.1975,0.453,0.3495
6876117,0.002,0.1375,0.8605
6848605,0.052,0.2065,0.7415
6840659,0.037,0.116,0.847
6823496,0.16125,0.58025,0.2585
6912609,0.0,0.001,0.999
7097937,0.011,0.0485,0.9405
6924524,0.042,0.2235,0.7345
6938236,0.044,0.155,0.801
6865751,0.003,0.014,0.983
6936323,0.0115,0.098,0.8905
6868422,0.206,0.315,0.479
7210133,0.029,0.306,0.665
7215631,0.012,0.073,0.915
6940189,0.061,0.37470833333333337,0.5642916666666667
6888941,0.0225,0.033,0.9445
6831598,0.0515,0.383,0.5655
6939963,0.0135,0.182,0.8045
6897175,0.4355,0.335,0.2295
6816167,0.0525,0.1525,0.795
6812965,0.041,0.2765,0.6825
7149372,0.277,0.4475,0.2755
6875959,0.006,0.044,0.95
6925644,0.0325,0.4955,0.472
6874269,0.0555,0.345625,0.598875
6814721,0.023,0.1535,0.8235
6922432,0.011,0.4425,0.5465
6858861,0.0135,0.18,0.8065
6835339,0.0,0.0035,0.9965
6896997,0.06,0.418,0.522
6921134,0.0025,0.017,0.9805
6883685,0.319,0.39,0.291
6911406,0.0015,0.0005,0.998
6825733,0.27,0.3387916666666666,0.3912083333333333
6884462,0.121,0.51875,0.36025
6858682,0.01,0.076,0.914
6894013,0.2555,0.343,0.4015
6856391,0.44475,0.314,0.24125
6828064,0.002,0.0455,0.9525
6817336,0.002,0.025,0.973
6819178,0.1205,0.2425,0.637
7147339,0.1405,0.3905,0.469
6887757,0.1145,0.498,0.3875
6946859,0.1085,0.295,0.5965
6855963,0.025,0.098,0.877
6839828,0.1175,0.4755,0.407
6870806,0.146,0.2505,0.6035
6880221,0.0815,0.3355,0.583
6921809,0.0445,0.37725,0.57825
6897069,0.0285,0.271,0.7005
6897157,0.1765,0.2595,0.564
6898912,0.0765,0.194,0.7295
6856271,0.1215,0.436,0.4425
6888381,0.0005,0.0125,0.987
7099191,0.0005,0.0815,0.918
6917882,0.15725,0.3345,0.50825
6931260,0.0015,0.057,0.9415
6849996,0.0575,0.2605,0.682
6887973,0.08,0.315,0.605
6850205,0.0995,0.635,0.2655
6845657,0.091,0.30751666666666666,0.6014833333333334
6930302,0.008,0.066875,0.925125
6852391,0.087,0.2175,0.6955
6920411,0.4025,0.285,0.3125
6907999,0.0075,0.09,0.9025
6864094,0.016,0.214,0.77
6813852,0.048791666666666664,0.236375,0.7148333333333333
7232295,0.292,0.37,0.338
6896558,0.0715,0.1255,0.803
6858919,0.046,0.55,0.404
6847828,0.03,0.15941666666666668,0.8105833333333332
6925116,0.1605,0.2365,0.603
6854687,0.0765,0.21225833333333333,0.7112416666666668
6946415,0.078,0.509,0.413
6827859,0.0,0.0005,0.9995
6884313,0.4360166666666668,0.39723333333333327,0.16674999999999998
6848651,0.055,0.23,0.715
7136298,0.03,0.1105,0.8595
6874534,0.0225,0.1305,0.847
6908942,0.286,0.362,0.352
6894718,0.0025,0.0535,0.944
6876449,0.1475,0.3355,0.517
6825630,0.12791666666666668,0.25904999999999995,0.6130333333333334
7155655,0.049,0.258,0.693
7201310,0.0115,0.179,0.8095
6864334,0.0305,0.1875,0.782
6876658,0.019,0.081,0.9
6842370,0.067,0.24875,0.68425
6835467,0.3375,0.3400333333333333,0.3224666666666667
7227368,0.0575,0.0955,0.847
6859482,0.06266666666666668,0.207,0.7303333333333333
6878641,0.052,0.1965,0.7515
6869916,0.0,0.0035,0.9965
6841060,0.011,0.1145,0.8745
6887832,0.024,0.1515,0.8245
6905898,0.015,0.045,0.94
7104742,0.06783333333333334,0.5354166666666667,0.39675
6948090,0.0435,0.292,0.6645
6839851,0.104,0.3965,0.4995
6934051,0.005,0.06,0.935
6888727,0.2,0.4435,0.3565
7167478,0.013,0.049,0.938
6892109,0.0695,0.7335,0.197
6908544,0.296,0.385,0.319
6921725,0.0375,0.339,0.6235
6932343,0.0715,0.6605,0.268
6914309,0.0125,0.2315,0.756
6919805,0.118,0.24875,0.63325
6947828,0.0465,0.138,0.8155
6920362,0.107,0.3275,0.5655
7110179,0.2865,0.62605,0.08745
6877834,0.2025,0.56175,0.23575
6876966,0.196,0.5175,0.2865
6823918,0.052,0.2385,0.7095
6871243,0.008,0.103,0.889
6928189,0.28,0.311,0.409
6852455,0.1415,0.164,0.6945
7208631,0.039,0.268,0.693
6831811,0.147,0.657,0.196
6904276,0.0065,0.0815,0.912
6831589,0.035,0.247,0.718
6901814,0.053,0.1725,0.7745
6854667,0.702,0.242,0.056
7192650,0.0055,0.08,0.9145
6836299,0.058,0.194,0.748
6887919,0.0065,0.188,0.8055
6927679,0.1215,0.363,0.5155
6855908,0.117,0.1855,0.6975
6854766,0.0065,0.1055,0.888
6847472,0.028,0.1615,0.8105
6862519,0.0695,0.292,0.6385
6938819,0.472,0.2045,0.3235
6945434,0.1685,0.42,0.4115
6832722,0.6995,0.1755,0.125
6852707,0.01,0.102,0.888
7177680,0.0185,0.208,0.7735
6834945,0.0065,0.012,0.9815
6890316,0.031,0.2835,0.6855
6816620,0.013,0.0495,0.9375
6945175,0.029,0.157,0.814
6914016,0.0415,0.246,0.7125
6852619,0.147,0.215,0.638
6813211,0.1225,0.441,0.4365
6820546,0.0255,0.1915,0.783
6836128,0.013,0.021666666666666667,0.9653333333333334
6850557,0.123,0.4245,0.4525
6864997,0.1765,0.141,0.6825
6883705,0.0545,0.0635,0.882
6898767,0.0075,0.046,0.9465
6866020,0.037,0.106,0.857
7126382,0.3475,0.5805,0.072
6847427,0.276,0.3175,0.4065
6841013,0.023,0.2205,0.7565
6909469,0.0005,0.0145,0.985
6922473,0.0045,0.0535,0.942
6925906,0.093,0.377625,0.529375
6946014,0.0305,0.31,0.6595
6820739,0.02,0.174,0.806
6927559,0.416,0.309,0.275
7174772,0.007,0.0545,0.9385
6931036,0.028,0.2075,0.7645
6918163,0.0115,0.212,0.7765
6893604,0.1545,0.329,0.5165
6868844,0.09,0.34475,0.56525
6814537,0.504,0.29816666666666664,0.1978333333333333
6916118,0.003,0.0225,0.9745
6838509,0.031,0.3365,0.6325
6919725,0.1285,0.517,0.3545
6932476,0.0,0.02,0.98
6860496,0.039,0.3635,0.5975
7156799,0.093,0.613,0.294
6837521,0.015,0.2135,0.7715
6913204,0.0325,0.4495,0.518
6947516,0.0675,0.305,0.6275
6838117,0.0375,0.1215,0.841
6933366,0.0325,0.1425,0.825
7134198,0.0735,0.4075,0.519
6898450,0.062,0.303,0.635
6819926,0.0245,0.149,0.8265
6947698,0.034,0.1215,0.8445
6838721,0.005,0.052,0.943
6936661,0.0925,0.5219583333333333,0.38554166666666667
6912257,0.018,0.151,0.831
6905569,0.0025,0.041,0.9565
6927167,0.279,0.315,0.406
7150689,0.019,0.047,0.934
6820358,0.11075,0.18275,0.7065
6945045,0.077,0.438,0.485
6866884,0.024,0.095125,0.880875
6820658,0.0975,0.445,0.4575
6826462,0.041,0.48,0.479
6932390,0.068,0.334,0.598
6905031,0.368,0.2235,0.4085
6923011,0.013,0.0465,0.9405
6908504,0.177,0.4365,0.3865
6881050,0.3915833333333334,0.118,0.4904166666666666
6892968,0.0135,0.261,0.7255
7346996,0.0695,0.493,0.4375
6876206,0.047,0.2575,0.6955
6813475,0.1675,0.17504166666666665,0.6574583333333334
7190057,0.066,0.173,0.761
6838465,0.18,0.2535,0.5665
6899364,0.0375,0.2275,0.735
6891616,0.0005,0.002,0.9975
6836715,0.078,0.1905,0.7315
6829616,0.012,0.11866666666666666,0.8693333333333333
6829144,0.069,0.4455,0.4855
6893064,0.0175,0.128,0.8545
6861300,0.0075,0.106,0.8865
6926847,0.0245,0.431,0.5445
6894021,0.021,0.078,0.901
6897946,0.0315,0.3025,0.666
6835716,0.1555,0.329,0.5155
6832160,0.4015,0.2465,0.352
6835291,0.0385,0.1895,0.772
6945184,0.0325,0.2015,0.766
7140488,0.0385,0.26925,0.69225
6937850,0.1565,0.3608333333333334,0.48266666666666663
6899603,0.0745,0.12608333333333335,0.7994166666666668
6903105,0.111,0.3465,0.5425
6828476,0.0065,0.0925,0.901
6835098,0.007,0.032,0.961
6830512,0.08875,0.18225,0.729
6879997,0.031,0.1635,0.8055
7131517,0.0555,0.3546,0.5899
6835955,0.262,0.2969666666666667,0.44103333333333333
6875250,0.0345,0.1615,0.804
6932794,0.0665,0.319,0.6145
6948263,0.036,0.49,0.474
6867201,0.24,0.5245,0.2355
6882748,0.173,0.26775,0.55925
6902842,0.11,0.276,0.614
6847535,0.1105,0.378,0.5115
6825267,0.0595,0.2595,0.681
6909277,0.048,0.1075,0.8445
7152429,0.40925,0.45141666666666663,0.1393333333333333
6931179,0.001,0.0285,0.9705
6896746,0.219,0.3895,0.3915
6937073,0.014,0.2275,0.7585
6934627,0.0015,0.0085,0.99
6887878,0.1195,0.401,0.4795
6921531,0.023,0.1865,0.7905
6897461,0.0155,0.067,0.9175
6862066,0.133,0.3955,0.4715
6851531,0.1595,0.58925,0.25125
6928550,0.0385,0.1165,0.845
6945851,0.0765,0.2125,0.711
6946955,0.0035,0.034,0.9625
6869136,0.2825,0.5425,0.175
6908667,0.05316666666666667,0.20937500000000003,0.7374583333333332
6820525,0.259,0.2755,0.4655
6887970,0.072,0.5415,0.3865
6848365,0.0345,0.3335,0.632
6816173,0.06,0.2175,0.7225
6900732,0.0,0.0155,0.9845
6815786,0.128,0.3694583333333334,0.5025416666666667
6945972,0.1705,0.398,0.4315
6848445,0.0645,0.1805,0.755
6856486,0.17,0.396,0.434
6867010,0.0265,0.3327,0.6407999999999999
6828257,0.3945,0.223,0.3825
6871807,0.025,0.294,0.681
7212966,0.0,0.0185,0.9815
6889959,0.1555,0.2805,0.564
6915510,0.0055,0.075,0.9195
6905402,0.0055,0.0615,0.933
6826100,0.062,0.533,0.405
6848893,0.03,0.163,0.807
7155647,0.202,0.1425,0.6555
6812883,0.157,0.7395,0.1035
6866095,0.0045,0.1115,0.884
6931127,0.003,0.064,0.933
6829407,0.0235,0.155,0.8215
6867548,0.455,0.34358333333333335,0.20141666666666666
7132575,0.044,0.2925,0.6635
6890847,0.032,0.3435,0.6245
6916429,0.01,0.031,0.959
6884716,0.447,0.391,0.162
6896897,0.292,0.405,0.303
6941572,0.047,0.1605,0.7925
6945277,0.086,0.4165,0.4975
7133293,0.008,0.089,0.903
7213385,0.017,0.0875,0.8955
6831928,0.0875,0.416,0.4965
6932687,0.015,0.0815,0.9035
6873877,0.0305,0.09275,0.87675
7135459,0.2025,0.347,0.4505
6876620,0.001,0.0305,0.9685
6936163,0.007,0.1335,0.8595
6912398,0.185,0.2605,0.5545
6917655,0.0165,0.079,0.9045
6941149,0.03483333333333333,0.1386666666666667,0.8265
6941378,0.01,0.095,0.895
6882453,0.009,0.2265,0.7645
7119160,0.026,0.223,0.751
6868451,0.068,0.3975,0.5345
6945881,0.064,0.2635,0.6725
6822541,0.0945,0.2805,0.625
6884355,0.1035,0.2743333333333334,0.6221666666666668
7132247,0.049,0.3185,0.6325
6872049,0.1005,0.3835,0.516
6890740,0.0155,0.06,0.9245
6840897,0.1485,0.155,0.6965
6847694,0.0255,0.143,0.8315
6938196,0.015,0.1245,0.8605
6939526,0.0415,0.2985,0.66
6917529,0.0005,0.0235,0.976
6885636,0.004,0.14,0.856
7202614,0.001,0.0115,0.9875
6926453,0.112,0.597,0.291
6844636,0.296,0.15410833333333335,0.5498916666666667
6879293,0.387,0.3295,0.2835
6924780,0.1645,0.242,0.5935
6881024,0.048,0.059,0.893
6851374,0.048,0.3805,0.5715
6850953,0.0245,0.1455,0.83
6892292,0.0085,0.068,0.9235
6886159,0.0095,0.09,0.9005
6849877,0.207,0.363,0.43
6940840,0.0195,0.1805,0.8
6926838,0.0335,0.216,0.7505
6879243,0.257,0.369,0.374
6944286,0.0455,0.320125,0.634375
6915587,0.3408333333333333,0.4479166666666667,0.21125
6881904,0.0945,0.29,0.6155
7154358,0.247,0.2775,0.4755
6899258,0.0015,0.09,0.9085
6855460,0.2285,0.5815,0.19
6864884,0.033,0.1995,0.7675
6868209,0.0905,0.361,0.5485
6853834,0.057,0.3315,0.6115
7210020,0.0575,0.3795,0.563
6933228,0.0455,0.1845,0.77
6929227,0.108,0.23600833333333335,0.6559916666666668
7192346,0.139,0.2711666666666666,0.5898333333333332
6928834,0.0135,0.172,0.8145
6812269,0.0385,0.1465,0.815
6851446,0.083,0.245,0.672
6930820,0.0025,0.014,0.9835
6875310,0.115,0.197,0.688
6932397,0.179,0.529,0.292
6904291,0.003,0.0325,0.9645
6921642,0.102,0.259,0.639
7136057,0.3195,0.279875,0.400625
6920815,0.0095,0.0675,0.923
6861757,0.1545,0.5585,0.287
6934222,0.38,0.287,0.333
6946448,0.0465,0.214,0.7395
6890569,0.248,0.251,0.501
6884477,0.089,0.321,0.59
7145006,0.0025,0.055,0.9425
6893718,0.002,0.0275,0.9705
6893330,0.008,0.2575,0.7345
6901780,0.004,0.065,0.931
6815738,0.119,0.464,0.417
6917209,0.0635,0.206,0.7305
6904227,0.0045,0.0255,0.97
6894402,0.0005,0.074,0.9255
7146083,0.0595,0.2245,0.716
6902153,0.007,0.054,0.939
6925988,0.0995,0.3323333333333333,0.5681666666666667
6881323,0.0,0.0,1.0
6937405,0.3025,0.19,0.5075
7098390,0.1405,0.4625,0.397
6935942,0.129,0.5075,0.3635
6833510,0.054,0.4455,0.5005
6812857,0.069,0.5185,0.4125
6828441,0.2175,0.28575,0.49675
6915711,0.156,0.5325,0.3115
6880643,0.2694,0.479,0.2516
7224930,0.0465,0.6225,0.331
6852614,0.0005,0.0345,0.965
6853816,0.075,0.2085,0.7165
6811964,0.151,0.278,0.571
6847800,0.012,0.063,0.925
6859897,0.184,0.3655,0.4505
6882929,0.0035,0.0725,0.924
7157584,0.0065,0.0775,0.916
6863444,0.006,0.025,0.969
6836902,0.002,0.034,0.964
6918960,0.148,0.2525,0.5995
6882854,0.0595,0.2135,0.727
6822755,0.004,0.1185,0.8775
6815184,0.1857916666666667,0.3565,0.4577083333333334
6846582,0.0495,0.1525,0.798
6940309,0.0255,0.132,0.8425
6924056,0.0075,0.0835,0.909
6824481,0.0215,0.1595,0.819
6839735,0.006,0.054,0.94
6900130,0.0405,0.239,0.7205
6946739,0.008,0.0185,0.9735
7144008,0.0215,0.2235,0.755
6863751,0.003,0.0265,0.9705
6820293,0.034,0.363,0.603
6818472,0.04,0.188,0.772
6832420,0.0495,0.2001,0.7504
6879450,0.0,0.067,0.933
6943618,0.029,0.127,0.844
6883463,0.0355,0.2535,0.711
6834919,0.169,0.294,0.537
7505696,0.0125,0.0185,0.969
6903645,0.038,0.218,0.744
6831148,0.4595,0.21,0.3305
6828948,0.0935,0.152,0.7545
6878495,0.005,0.107,0.888
6924862,0.006,0.0515,0.9425
6887802,0.0315,0.34975,0.61875
6903228,0.515,0.3075,0.1775
6947415,0.0005,0.0085,0.991
6941508,0.394,0.265,0.341
6856111,0.018,0.296,0.686
7126808,0.024,0.1325,0.8435
6939857,0.0155,0.1585,0.826
6822528,0.205,0.35,0.445
6947631,0.159,0.317,0.524
6887810,0.0075,0.221,0.7715
6849210,0.030158333333333332,0.36555,0.6042916666666668
6901742,0.001,0.0285,0.9705
6850925,0.4065,0.4023333333333334,0.19116666666666665
7181995,0.2185,0.2405,0.541
6841559,0.0065,0.024,0.9695
6822957,0.104,0.0705,0.8255
6943349,0.017,0.167,0.816
6923825,0.026,0.23008333333333333,0.7439166666666667
6871218,0.261,0.3758,0.36319999999999997
6932761,0.1065,0.339,0.5545
7168983,0.0845,0.2365,0.679
6853713,0.3715,0.2835,0.345
6814124,0.076,0.306,0.618
6828980,0.0025,0.405,0.5925
6939747,0.016,0.268,0.716
6862615,0.096,0.4145,0.4895
6911182,0.0205,0.0715,0.908
6947421,0.0595,0.2,0.7405
7163662,0.0,0.0055,0.9945
